6.094193327479062727e-01 8.455338372599525698e-01 2.780318129169166430e-01
6.166093304292755706e-01 8.452315416023044037e-01 2.780834895524211259e-01
6.092779463627242542e-01 8.520150274860961437e-01 2.781723507645457172e-01
6.163066332593823970e-01 8.518813618777210106e-01 2.782608715595853988e-01
6.091129265681853866e-01 8.589134110564278224e-01 2.781169439880599170e-01
6.161411918863554105e-01 8.588511482561693722e-01 2.781592691216810964e-01
5.940641833744565448e-01 8.964388714936175617e-01 2.782103070267428202e-01
6.016258304073900387e-01 8.959821648080169565e-01 2.784121894956850252e-01
6.237212928713258275e-01 9.032849782134103611e-01 2.784135664178504221e-01
6.167599383769433175e-01 9.104694568686534373e-01 2.780649618393332689e-01
6.095581724512717514e-01 8.312064222101875899e-01 2.851220060369923925e-01
6.024375264296859545e-01 8.388513187633495072e-01 2.854066876557723731e-01
6.092883353752541753e-01 8.388520542044106687e-01 2.855048736972947698e-01
6.168198817160430725e-01 8.385379497339412458e-01 2.852085547072722438e-01
5.948272982089163330e-01 8.456037525906534569e-01 2.853945742164166743e-01
6.025144598772578242e-01 8.455064585153339030e-01 2.857480634646786810e-01
6.093458563838275444e-01 8.457305957356463511e-01 2.857565715900258763e-01
6.164052812212855725e-01 8.455874275576046317e-01 2.853888234197655693e-01
5.948367959339381228e-01 8.524063901814256106e-01 2.856478876058601291e-01
6.024632929529328829e-01 8.523612705690707392e-01 2.859470187775083883e-01
6.094150133364590882e-01 8.521536760709615965e-01 2.859710854164043692e-01
6.160463958540838281e-01 8.520342970216330247e-01 2.857021112889208125e-01
5.948540665109880443e-01 8.591567447192467455e-01 2.857102230342743465e-01
6.021659403569987745e-01 8.589557973418125991e-01 2.857548421125172267e-01
6.091555911158565983e-01 8.585998684667922598e-01 2.859514796124882352e-01
6.161647269568504282e-01 8.586950093687072405e-01 2.858550129389708649e-01
6.235903321352149753e-01 8.587897944653606341e-01 2.858471540810239575e-01
6.019083331573199525e-01 8.659367094135742571e-01 2.855064740158092529e-01
6.092185348829517455e-01 8.660815716498790895e-01 2.857831166178158022e-01
6.161537633425744342e-01 8.660060383947206786e-01 2.858855444188613815e-01
5.528154902023635353e-01 8.744252706365022165e-01 2.850607645981036997e-01
5.593472731981453672e-01 8.744144468836483330e-01 2.853704937783749229e-01
5.662669336416757959e-01 8.742270358017500964e-01 2.855435610949308978e-01
6.020029314067676385e-01 8.736306968100275849e-01 2.855067165159468345e-01
6.092509361695787051e-01 8.736687826619595754e-01 2.858200734698639889e-01
6.159479973405765918e-01 8.735684545993686045e-01 2.859201564616176694e-01
5.397100255180491413e-01 8.812939935857618812e-01 2.850503861893442514e-01
5.528071661250132385e-01 8.813036867819042941e-01 2.850964912824679454e-01
5.591567822235267160e-01 8.811823801800722222e-01 2.853977902062395100e-01
5.660078287645647910e-01 8.809119877538040821e-01 2.855335578583664824e-01
5.864565178825247305e-01 8.810152450863327767e-01 2.856520278638551846e-01
5.944844324818684411e-01 8.808999973259681315e-01 2.858562510017474967e-01
6.021915995984717940e-01 8.809524580940706340e-01 2.858717300395968719e-01
6.091923181170815216e-01 8.810033248690879448e-01 2.858733635413531204e-01
6.161083420789023046e-01 8.811837002497542315e-01 2.860259192468646572e-01
6.236078493439175530e-01 8.813338087784470254e-01 2.863175838541062168e-01
5.398349595877524054e-01 8.880736352501762410e-01 2.850792725641855263e-01
5.464217819654874075e-01 8.880077363170997273e-01 2.850048824770715639e-01
5.528480717253001497e-01 8.880392799052078123e-01 2.851349012655400306e-01
5.591317004378583144e-01 8.883152572936784397e-01 2.852924642756540785e-01
5.658807639782853505e-01 8.883993755303424278e-01 2.854847425182444054e-01
6.387186345595160519e-01 8.888105976423160692e-01 2.859780856742999977e-01
5.395809708888370526e-01 8.950399198829783742e-01 2.850491258584358367e-01
5.463664868601449953e-01 8.948444895303303559e-01 2.851549081354926019e-01
5.531637092330202732e-01 8.950516548047234844e-01 2.854260657551175306e-01
6.388951503842974500e-01 8.959809889520001791e-01 2.859027920352495977e-01
5.941287939051308475e-01 9.104124380390526960e-01 2.855274285882679619e-01
6.309816224756094050e-01 9.103688823651309159e-01 2.857483972882999268e-01
6.014260806911380097e-01 9.176713423005976589e-01 2.854306249824005159e-01
6.089836603736058507e-01 9.176134316894261067e-01 2.855940294097628063e-01
6.312683085434285246e-01 9.172321194004410261e-01 2.855032315785572816e-01
6.027565342214401545e-01 8.317858646451021798e-01 2.922855478698641596e-01
6.096251794716649464e-01 8.315069710124589619e-01 2.925719252263256909e-01
5.952877327920513828e-01 8.391850156027631513e-01 2.924969257937996003e-01
6.026174058108165754e-01 8.391546194291489291e-01 2.925391494445152563e-01
6.092246360908625258e-01 8.389539100999685584e-01 2.925710195826989879e-01
6.166213880288871074e-01 8.385952041380710931e-01 2.925877274298622766e-01
5.953711295379899848e-01 8.460046990669729539e-01 2.926703256015683596e-01
6.024995170730461647e-01 8.459280747686797053e-01 2.928928090272222562e-01
6.090749899715265370e-01 8.458817878087302455e-01 2.925597591643494533e-01
6.161638318389637270e-01 8.455994618838039711e-01 2.924654569530688031e-01
5.878772341504451271e-01 8.527731299130901776e-01 2.925772585558495398e-01
5.952242403513278157e-01 8.525937404820816967e-01 2.929742759304122535e-01
6.024253626541344886e-01 8.523738362900457055e-01 2.931182928153366896e-01
6.089762068481492374e-01 8.522990175124729451e-01 2.925931413585903251e-01
6.159666848949264528e-01 8.523096062457302668e-01 2.924400139709463775e-01
6.236589434498527318e-01 8.521702578258634198e-01 2.925431545513989540e-01
5.877210272141828451e-01 8.594226391875694482e-01 2.927902565340346208e-01
5.949443206609120738e-01 8.591495579570297414e-01 2.931472640188148571e-01
6.022333389063452280e-01 8.589274564120777944e-01 2.932253253936379367e-01
6.090864122209296294e-01 8.589156240957688260e-01 2.930738265615048799e-01
6.160204107589329903e-01 8.591460865397403390e-01 2.929579754523354840e-01
6.235764959300682531e-01 8.591224979747108526e-01 2.929377478942275514e-01
5.530945362583308267e-01 8.675664816481968300e-01 2.921286457409401627e-01
5.596568972492845795e-01 8.677162416648985799e-01 2.923609647052807792e-01
5.872266529410525848e-01 8.663879578671799253e-01 2.929102686821872248e-01
5.948318569924259114e-01 8.661265721338620160e-01 2.932684059000011945e-01
6.020545626183984034e-01 8.660173360677633214e-01 2.935620055180402366e-01
6.093645680643139384e-01 8.661105954988489453e-01 2.936074839273331571e-01
6.160661904973762093e-01 8.662202193795959237e-01 2.935861676750603499e-01
5.329545989786077520e-01 8.742365441130757198e-01 2.921076353467830233e-01
5.394497840824075130e-01 8.744067757118414441e-01 2.920974014009547481e-01
5.465343728012093116e-01 8.746860345249184432e-01 2.921153627428138000e-01
5.532811100100596402e-01 8.745830590578336228e-01 2.922503867468106975e-01
6.236640337543544188e-01 8.738289559490624026e-01 2.937510667355731075e-01
5.329104605855874421e-01 8.814200922123881510e-01 2.923289206495772730e-01
5.398411796289989129e-01 8.815495964761498326e-01 2.922633038236218672e-01
5.464272315312930228e-01 8.816267763531820956e-01 2.923646948745488583e-01
5.530440111566375938e-01 8.813738549668778122e-01 2.924195222390228444e-01
5.596210028015334847e-01 8.811377392833941169e-01 2.929741373729420340e-01
5.946421619624017163e-01 8.812220518571807215e-01 2.938548552925662194e-01
6.021279544904463155e-01 8.811518867502561303e-01 2.938254857130248032e-01
6.092209534591663811e-01 8.811905306215380707e-01 2.938180135414633076e-01
6.163201518018111003e-01 8.814204287217141109e-01 2.939172501217042766e-01
6.307785164830181923e-01 8.810746233104929104e-01 2.937280337152541332e-01
5.397797792052092536e-01 8.882342019795554933e-01 2.926576432251605242e-01
5.463820379009270978e-01 8.881170098367433541e-01 2.926774238876658774e-01
5.660599385592434141e-01 8.885877573782510197e-01 2.932977401192284339e-01
5.730396687600939343e-01 8.886799153370340543e-01 2.933423170697728732e-01
5.946250190254299683e-01 8.886601683073469538e-01 2.939067169894868381e-01
6.021088386290018857e-01 8.887113154744564758e-01 2.940268794425229815e-01
6.094558450386822201e-01 8.888295136586848999e-01 2.940966662448117885e-01
6.163309258129584522e-01 8.888564734591547500e-01 2.940961369246712365e-01
6.385498583758554281e-01 8.887552649780799952e-01 2.933671480094989792e-01
5.394733220886213099e-01 8.952194070053198782e-01 2.930338026335828072e-01
5.597604548567547411e-01 8.956394495254809129e-01 2.932031568221659668e-01
5.662048788879375794e-01 8.957844410456192730e-01 2.934960890660842092e-01
5.947597181609124428e-01 8.958929682112638515e-01 2.937215286521432378e-01
6.095134475369782256e-01 8.958205349239813930e-01 2.942589553096114918e-01
6.162647534235312641e-01 8.959440426223584941e-01 2.943531187396101201e-01
5.171188891996478798e-01 9.034559319773385333e-01 2.929650572791821506e-01
5.535398484512261685e-01 9.022375905039253796e-01 2.931729158745906005e-01
5.599380736687575855e-01 9.025420232402902032e-01 2.931710869642933370e-01
5.946400402145298747e-01 9.033353718982255476e-01 2.937164478586457572e-01
6.019165648369502186e-01 9.030411915006945067e-01 2.939153456615851145e-01
5.242488335203272509e-01 9.107066958921905542e-01 2.930236908194055467e-01
6.015185053794603887e-01 9.101284775399923754e-01 2.938742805935027902e-01
6.090939198467292259e-01 9.099151270078144060e-01 2.937583562633231393e-01
6.383381858476799842e-01 9.099696227110860569e-01 2.930351175535833019e-01
5.309438446372127807e-01 9.182564848332990248e-01 2.930498872870063165e-01
6.385196549638066932e-01 9.174061319765988154e-01 2.927240232159731281e-01
5.379705888305134076e-01 9.253491403960560913e-01 2.931563328545430114e-01
6.314002054562978250e-01 9.242786021923984352e-01 2.927830364956858777e-01
5.527720130716897717e-01 9.324255295622342343e-01 2.928856508407415848e-01
5.598833750095116857e-01 9.321623097136494396e-01 2.926766822697932646e-01
5.666931430495659727e-01 9.318568036748933192e-01 2.925533850120111135e-01
5.737016617729802093e-01 9.319442578807825006e-01 2.926206848994122867e-01
5.805592466141739072e-01 9.319140095736289098e-01 2.927242518392386694e-01
5.873166392266219171e-01 9.316626874231672684e-01 2.927301516902651723e-01
5.939665873634130122e-01 9.314987773894894962e-01 2.928021573949768919e-01
6.012403862489312800e-01 9.314822396646798008e-01 2.926620357073965728e-01
6.089563841670296851e-01 9.316588698304294480e-01 2.924338912773042920e-01
6.164939517251751822e-01 9.317230786797271458e-01 2.925475130734989104e-01
6.238401831760042038e-01 9.319278488329316712e-01 2.926516782572282649e-01
5.953156318782623080e-01 8.318850954390714092e-01 2.993561021047458914e-01
6.028518906857139870e-01 8.319140795335490113e-01 2.995616672484407994e-01
6.098251114715170784e-01 8.316931493822862231e-01 2.996527053786099959e-01
6.166956492951684021e-01 8.313441431828699768e-01 2.998044216533590212e-01
5.881285935848812318e-01 8.391922152557701464e-01 2.991363612737646949e-01
5.956094926110832022e-01 8.394348174809092011e-01 2.995788737379068700e-01
6.025049721431168237e-01 8.394241090935766758e-01 2.996874313692763359e-01
6.094115343895550874e-01 8.389216328542323797e-01 2.998145546253741522e-01
6.164996253417076577e-01 8.385878650204517948e-01 2.998415341993725947e-01
5.881171175532293738e-01 8.461391836733268557e-01 2.993848331602537161e-01
5.957067497863959282e-01 8.460093416439015135e-01 2.996988141275260809e-01
6.023856433082571682e-01 8.460472162452332689e-01 2.997275187395023188e-01
6.089065633649104470e-01 8.457634776799157761e-01 2.997087292270629866e-01
6.162580759206958136e-01 8.454747145148268084e-01 2.998124173831844819e-01
6.235766060015653922e-01 8.452659054898604696e-01 2.996256001218658982e-01
5.881411560176487141e-01 8.530412579905185533e-01 2.996850495299532846e-01
5.955231470199365829e-01 8.529901873098963971e-01 2.998543005417201313e-01
6.022088533391695142e-01 8.526021063102771080e-01 2.998383870463238177e-01
6.086863284384681494e-01 8.525476244630850742e-01 2.997438996465692229e-01
6.162096674181377631e-01 8.524977856649116337e-01 2.998941033029361436e-01
6.234627786166263563e-01 8.525205450966877319e-01 2.997991515295655440e-01
5.461220717265642399e-01 8.605221384675202367e-01 2.993144682398296563e-01
5.666584038340410912e-01 8.602942902364291156e-01 2.995290696082668069e-01
5.736261993845760410e-01 8.600951045107910753e-01 2.997614422327261607e-01
5.806355936703546661e-01 8.600187252021926909e-01 2.999818450715404095e-01
5.880317784048588736e-01 8.597846986418170578e-01 3.000363748526571617e-01
5.951851308362277049e-01 8.593921023171651186e-01 3.003118381730670583e-01
6.020782214018290945e-01 8.592498694563531769e-01 3.002619118624053618e-01
6.089373003460125666e-01 8.594921821359902125e-01 3.000984397950402505e-01
6.160387640184815661e-01 8.596635818589338784e-01 3.000494898500799534e-01
6.235773619004328916e-01 8.594676733830917126e-01 2.999949545555685715e-01
5.396410324656165658e-01 8.671477831045157902e-01 2.992606422077251915e-01
5.531469731150567837e-01 8.677120071841462057e-01 2.996721911395195947e-01
6.234684462675065264e-01 8.667802464129853446e-01 3.005021828468864564e-01
5.325812156454023949e-01 8.743954280663279732e-01 2.994556542198565929e-01
5.800684042209767188e-01 8.744752536399185150e-01 3.008157348278825416e-01
5.873999434097990635e-01 8.740960754433350077e-01 3.010770163860316817e-01
5.948998717678943837e-01 8.739843125843361760e-01 3.012579564364474827e-01
6.020799503692200183e-01 8.738770418185605182e-01 3.012486913647581810e-01
6.092557358456437422e-01 8.738769564205064455e-01 3.011805175549511771e-01
6.160939266888366683e-01 8.738813389358108807e-01 3.010900968138571221e-01
5.325897465301751010e-01 8.818314184112391318e-01 2.998477482338465228e-01
5.534665383312643572e-01 8.816910243512036116e-01 3.001825099554030762e-01
5.599593164772578291e-01 8.813082687650186653e-01 3.003930178319214606e-01
5.658308014626449722e-01 8.812478557191812945e-01 3.004447727156561720e-01
5.730335394156359508e-01 8.813512800371076095e-01 3.005024910999097854e-01
5.800649194499976069e-01 8.814576836447614028e-01 3.007546847961795056e-01
5.871195169512355427e-01 8.814966291113314201e-01 3.010745351833262196e-01
5.948359276876303836e-01 8.813130445990051687e-01 3.013264091696346569e-01
6.093260567469958033e-01 8.814375886968134344e-01 3.014617131645372927e-01
6.162405420871545081e-01 8.816198042162379789e-01 3.014356237632887514e-01
6.233558699991228469e-01 8.815478656529330825e-01 3.011069049888951965e-01
5.465254059132336195e-01 8.886084470735079455e-01 3.001620716121604637e-01
5.532403238659271416e-01 8.886088500478414032e-01 3.006058975169517700e-01
5.597295451555736046e-01 8.885524909796873594e-01 3.006733341342356369e-01
5.660925866772109627e-01 8.887081857787566541e-01 3.007014034895234555e-01
5.730021198530536042e-01 8.888827088905020268e-01 3.006483219299624365e-01
5.800567224249280063e-01 8.886191915362164906e-01 3.008007265788504303e-01
5.870716348085758263e-01 8.885037333176399876e-01 3.011011732904268490e-01
5.948566507716502860e-01 8.885643320335117057e-01 3.012996262392708124e-01
6.022132029233852046e-01 8.887037786794944605e-01 3.014518746533048632e-01
6.094898536185177074e-01 8.889067776660450892e-01 3.015272988566046197e-01
6.162283629014735364e-01 8.889546786583681914e-01 3.015334542406398755e-01
6.231382196813466390e-01 8.887916894158079950e-01 3.013750512810225990e-01
6.460538906275775650e-01 8.885782584126301620e-01 3.002688579466305518e-01
5.097520057867719334e-01 8.964212846119328226e-01 3.006661441803585855e-01
5.395061260697903149e-01 8.955782310361757315e-01 3.004763507660027644e-01
5.465083543184522386e-01 8.954668677365282825e-01 3.005706738978141113e-01
5.532388928109467363e-01 8.954316205118750815e-01 3.005717102759510873e-01
5.599045284177266435e-01 8.954921487385762990e-01 3.005222677111498708e-01
5.664435014396038692e-01 8.958926527895523240e-01 3.006845767443429573e-01
5.728824866511352809e-01 8.960259794732465810e-01 3.009892992257029998e-01
5.797757793828217654e-01 8.958439010745621323e-01 3.011245612637776792e-01
5.871384196294976432e-01 8.959060056181369358e-01 3.012535042175459865e-01
5.949239789851691329e-01 8.959812677024709959e-01 3.013306815052785304e-01
6.022863069512540690e-01 8.959107729455886293e-01 3.014291451661270105e-01
6.096263973157769467e-01 8.958764115467783284e-01 3.013886815631467431e-01
6.161997137461573404e-01 8.959869065303379676e-01 3.013441838572133991e-01
